ID do Cliente,Tipo de Cliente,Data da Venda,ID do Carro Vendido,Marca do Carro,Ano de Fabricação do Carro,Quilometragem do Carro no Momento da Venda,Tipo de Combustível,Tipo de Transmissão,Preço de Venda (R$),Forma de Pagamento,Status do Pagamento,Histórico de Aluguel (se aplicável),ID do Contrato de Aluguel Anterior (se aplicável),Desconto para Ex-cliente de Aluguel (%),Cancelamento da Venda,Motivo do Cancelamento (se aplicável),Coerente
24881,b2B,2024-02-12,982249,toyOtA,2021,56651,HíbriDO,maNuaL,122175.94,fINancIaMentO,em anDamEnto,siM,35150.0,5,NÃO,,True
88479,b2b,2022-06-16,560019,foRd,2021,46518,gasoLiNa,AutOmátiCa,122175.94,caRtão DE CRéditO,cOmPleTO,nÃo,,0,SiM,pROblema NA DoCUMeNTaÇão,True
97737,B2b,2024-07-25,723050,ford,2017,139238,ELétRicO,AUTOmÁtICa,89561.76,CartÃO de CrÉDiTO,ComplETo,NÃO,,0,siM,pROBlEma na dOcUmENtaÇÃO,True
56040,B2B,13 de September de 2022,222205,ToYOTA,2018,98162,HÍbriDo,mAnUaL,104750.59,tRansFERêNCIa BaNCárIa,COmpletO,SiM,35953.0,10,SiM,ProBleMa na dOCuMENTAÇÃO,True
5490,b2C,2023-02-23,122600,niSsAN,2019,91213,eLéTRico,aUTOmáTiCA,116067.14,tRanSferêNCIa BAncáRiA,ComplEtO,sIM,58495.0,15,nÃO,,True
88844,b2B,13 de May de 2022,175652,CHEVROleT,2013,194543,hÍbRiDo,auTomÁTicA,72948.61,finANCiAmenTo,em andAmeNTo,NÃo,,0,SiM,PrObLeMA na DOcumentaÇãO,True
23843,B2c,25 de March de 2024,626082,hyunDAi,2012,206412,elÉtRIcO,maNUAl,72948.61,TRAnsferÊNcIA BanCáriA,COMPLeto,nãO,,0,Nao,,True
35753,B2C,19/03/2023,931285,voLKsWAgEn,2019,87983,diesEl,MANual,116067.14,TranSFeRênCiA banCárIa,cOmPlETO,nÃo,,0,sIm,ClIEnte deSIstIU,True
48419,b2C,22 de January de 2022,185663,HONdA,2013,170412,híBRIDo,AUtOMáTIca,76788.01,finaNcIAmenTo,em ANdAmENto,nãO,,0,sim,clIenTe deSistIu,True
58924,b2C,14 de January de 2023,638336,ToyOta,2021,45719,eLetRICo,AuTOmátICa,128606.25,TRanSfERÊnciA baNCÁrIa,completO,nÃO,,0,Sim,FiNAnciAMEnTO nEGAdO,True
23234,B2c,27/06/2023,730369,VOlkswAGEn,2021,59768,ELétricO,AUtOMáTicA,128606.25,tRaNSfERÊNCIa BancÁRIA,cOMPLEtO,SIM,19442.0,5,Não,,True
29527,B2b,2024-09-02,717431,hyUNDAi,2020,72916,eLÉtRiCo,automáTIca,116067.14,trANsferênCia bancáRIa,cOMplEto,Não,,0,NÃo,,True
45852,b2C,2022-10-09,857260,NisSAN,2013,175827,DiESEl,maNuAL,76788.01,FinAnCIaMENtO,Em AnDAmENTo,N,,0,Sim,CliENte DEsiSTIU,True
26075,B2b,14/01/2024,570758,VOlkswageN,2013,195549,EletriCO,aUtomáTICa,72948.61,CaRTãO de cRédITo,CoMpLeTO,sim,66389.0,10,naO,,True
73977,b2b,2022-07-03,284466,tOYota,2013,183069,elétrico,ManuAl,72948.61,CaRTãO DE CrédiTo,COMPLETO,NãO,,0,nÃO,,True
98541,B2b,10/05/2024,864767,nISSan,2012,194196,HíbRidO,aUTOMÁTiCA,69301.18,fInAnCIaMeNtO,EM andaMEntO,NÃo,,0,SIM,FInaNCIAMENto NEGadO,True
34822,B2b,02/03/2023,867050,tOYOTA,2016,132432,HíBRIDO,AUtomátiCA,85083.67,FinAnCiAmEnTo,Em aNdAmENTo,SiM,48638.0,5,SiM,fiNaNciaMentO nEGaDO,True
42781,B2b,2023-12-07,294563,chEVROLEt,2019,88897,GASOLiNa,aUTOMÁTica,110263.78,TRansFERÊnciA banCÁRIA,COmPLEto,siM,32766.0,5,SIm,fiNaNciameNTo NEgadO,True
60298,B2B,11/02/2022,335910,Honda,2018,90446,Híbrido,auTOmátICA,104750.59,FINAnCiAmeNtO,em ANdamEnTO,nÃO,,0,NãO,,True
92025,B2b,13 de August de 2024,999513,chEVRoLet,2012,231231,HÍBridO,maNuaL,69301.18,CArTÃo De CRéDitO,COMPLeTo,sIm,64117.0,5,Sim,FINANCiAMEnTo NegaDo,True
12826,b2c,01/03/2023,427793,volKSwAgen,2014,167882,EleTRICO,ManUAL,80829.49,traNsFerêNciA baNCÁRIA,COmPlEtO,NÃO,,0,nao,,True
42585,b2C,09/09/2024,718772,vOlkSWAGEn,2017,108632,GasOliNa,autOmáTicA,94275.53,FiNANCIaMenTo,eM AndAMEnTO,NÃo,,0,NÃO,,True
11680,b2B,2022-08-29,777397,forD,2021,53140,dIEsEL,aUTomÁtIcA,122175.94,cArtao DE cRÉDIto,COmpLeTO,NÃO,,0,nÃo,,True
75787,b2b,31 de August de 2024,165780,HOnda,2011,247203,dIESeL,maNUAl,65836.12,trAnSfeRÊNCiA BanCáRIa,coMplEto,Não,,0,sIm,CLienTe dEsiStiU,True
74815,b2C,05 de December de 2023,964522,cHeVRolET,2016,128526,ElÉtRIco,mAnuaL,89561.76,CarTãO De cRéDito,COmPlEto,N,,0,sim,CLIENte dESiSTIu,True
98171,B2B,2022-02-16,817890,VolKswaGen,2011,199299,dieSeL,aUtomátICa,65836.12,cArtÃO de cRéDitO,compLetO,N,,0,sIm,clientE dEsIStiu,True
25507,b2b,09/04/2022,928957,hoNdA,2022,32760,DIesel,AutOmÁTICA,128606.25,tRANsfErÊNCiA bANcáRIa,CompLETO,nãO,,0,sIm,cLIENTe DESIstIu,True
63364,B2c,21 de October de 2023,532301,hYUnDaI,2015,178909,HÍBrIDo,MANuAl,85083.67,caRtÃO DE cRéDito,COmPLETo,nao,,0,NÃo,,True
4217,b2c,06/06/2023,945568,HYUnDai,2020,73825,dieSEl,mAnuAL,122175.94,cartãO DE créDito,comPleTo,N,,0,SIm,pRoBLema Na doCUmenTAçÃo,True
72680,B2B,13 de July de 2023,560234,ChEVrolEt,2019,78421,hiBRido,MAnuaL,110263.78,CaRTao dE CRÉdITO,cOMpLETo,nÃO,,0,NãO,,True
7134,b2c,21 de November de 2022,163819,hondA,2021,53831,HÍBRiDO,aUtomáticA,128606.25,tRAnsfeRÊnCIA banCÁrIA,CoMpLETo,Não,,0,NÃO,,True
63014,b2B,10 de March de 2023,562751,NiSSAN,2011,208794,eLéTriCO,mANuAl,65836.12,CaRtÃO De CRÉDiTO,ComPLETo,NãO,,0,nÃo,,True
76698,b2b,01 de October de 2022,668039,FoRd,2014,168178,gaSoLiNA,manual,76788.01,TRANSfeRÊNcIa bAnCáRIA,ComplEto,nÃo,,0,NÃo,,True
30354,b2b,10/08/2023,918150,ForD,2020,62478,HÍbrIDo,AUToMáTIcA,116067.14,TransFERÊNCIa BANcáRIa,coMPLeTo,SIm,70721.0,5,Sim,finaNcIAmENto NEgaDo,True
30493,B2B,2023-12-08,269509,foRd,2019,77873,DieSel,mAnUaL,110263.78,FINanCiAMEnTO,Em andamEnTo,NÃO,,0,N,,True
31540,b2c,08/07/2023,682508,forD,2021,57135,GaSoLIna,maNual,128606.25,CarTaO de crÉDITo,coMplETo,N,,0,Nao,,True
87747,B2b,25 de October de 2023,532116,ForD,2019,86459,DiEsel,ManUAl,110263.78,TranSfErêncIa bAncáriA,coMPLetO,nãO,,0,nãO,,True
55029,b2C,25 de June de 2024,310270,CHEVRoLeT,2015,174868,ElétRiCO,MaNual,85083.67,caRTÃO DE CRÉditO,cOMPleto,N,,0,nÃo,,True
15898,b2B,20 de September de 2024,293810,VolKswAgen,2012,236811,gAsoLInA,AUTOMáTICA,69301.18,fiNAnciAmEnTO,eM andamEnTo,NÃo,,0,nÃo,,True
10244,B2B,02 de February de 2023,272642,NISSAn,2020,79997,eléTriCo,maNUal,116067.14,fINAncIamENto,EM AndaMenTo,siM,38798.0,10,sim,cLIENtE desIstiU,True
19221,b2C,2023-08-09,259650,cHeVrolet,2016,154764,GasOlinA,MANuAL,89561.76,cartÃO dE crédITo,cOMPLEtO,NÃO,,0,sIm,CliEnTe DEsIStIU,True
57270,b2B,2022-05-27,616895,honDa,2017,137673,dIeSEl,mAnuaL,89561.76,tRAnSFeRÊnciA BAncáriA,COMPleTo,nÃO,,0,NÃO,,True
12284,b2B,24 de June de 2022,962369,voLksWaGEN,2019,88179,gAsOliNa,MANUal,110263.78,tRansFerêNCIa bAncÁRIa,cOMPlETO,SIm,54334.0,15,SIM,FiNanCIamEnto nEGAdO,True
15372,b2B,13 de August de 2024,855589,HyUndai,2022,39129,DiEsEL,aUtomÁtICA,128606.25,FINANciAMENtO,eM aNdAmeNTO,SiM,57885.0,5,SiM,pRObLEMa Na DoCuMentaÇÃo,True
96338,B2B,13/03/2022,701684,foRd,2020,79618,híBrido,AUTOMáTICA,116067.14,FINaNcIaMENtO,EM andaMenTO,NÃo,,0,nÃo,,True
45596,b2C,04 de July de 2023,936794,ChEVrOLET,2013,185060,ELÉtRICo,aUtOmátIca,76788.01,FinANCiAMENto,em ANDAmENtO,NÃo,,0,sIm,prOblEmA NA dOCumentação,True
54413,B2C,08/04/2024,128929,VOLkswagEn,2015,136555,dIeSEl,MaNUaL,85083.67,fInANCiamEntO,EM ANDAmentO,nÃO,,0,SiM,pRoBLEMa Na DoCumENtaçãO,True
42648,B2B,2023-10-16,803569,NISSaN,2020,60911,dieSel,aUtomáTiCA,116067.14,FinANciAmeNto,eM aNDaMeNto,NÃo,,0,sim,cLIENte DESIStiu,True
43231,B2C,2024-09-29,566955,HondA,2014,182989,híBrido,aUtoMáTIcA,80829.49,tRaNSfErêNcia bAncáRiA,CoMPlETo,Não,,0,sIM,fInaNciamEntO negaDo,True
17486,b2B,18/11/2022,476960,nIsSAn,2011,214949,GasoLInA,aUtOMátICa,65836.12,FInAnciaMEntO,EM anDAmEnTO,SIM,18782.0,15,SIm,CliEnTe desIsTIu,True
55063,b2b,29/04/2022,576167,Honda,2022,36177,HÍBRIDo,AUtoMáticA,128606.25,CARTãO de CRéditO,COMPlETo,nãO,,0,nãO,,True
16249,b2C,17/12/2023,471685,hOnda,2022,36776,dIeseL,autOMátIca,135375.0,fiNANCIAMENTO,EM aNdamEnto,NãO,,0,nãO,,True
77008,b2C,2024-08-13,214504,VolkswAgen,2011,245540,gASoLiNA,AUtOmÁTica,69301.18,fINAncIAmENto,eM aNdamENTO,Sim,20970.0,10,nao,,True
98721,b2b,10 de August de 2022,177748,hYundAi,2015,169070,elÉtRiCo,maNUAL,80829.49,fiNaNCIaMEnto,em anDAMENTo,N,,0,NÃO,,True
39506,b2c,12 de April de 2022,337212,vOlKSwaGEN,2011,241628,gaSolINa,maNUaL,69301.18,carTao De cRÉDITo,COMPlEtO,Não,,0,SiM,fINanCiAmentO nEgAdO,True
53521,b2c,30 de September de 2024,549732,hyuNDAi,2022,37549,diEsel,aUTomÁTica,135375.0,TRansFeRÊnCiA bANcáRia,COmplETo,nÃO,,0,NÃO,,True
24836,B2C,07/07/2024,315636,chevrolet,2010,261835,diesEL,aUToMÁTica,65836.12,carTÃo de crediTo,coMPLeTo,nÃO,,0,NÃO,,True
56697,B2C,16 de June de 2024,115357,volkSwAGEN,2014,186847,eLétRIcO,AutomÁTica,80829.49,TRanSfERÊNcia BANcáRia,cOMpleto,nãO,,0,SIM,FInaNCiameNto neGaDo,True
20977,b2c,2022-04-15,590072,chEVROleT,2022,38034,GasOLINA,mAnUal,135375.0,FInANcIAmEnto,EM AnDAmeNTo,NÃO,,0,NãO,,True
61851,B2C,24/12/2022,796114,NisSan,2010,259740,GaSolIna,MaNual,65836.12,cARtão DE CréDiTo,ComPleTO,N,,0,nÃo,,True
8162,B2C,06/06/2023,194058,hOnda,2011,196330,eLéTrIco,mAnuAl,69301.18,CaRtãO de cRÉDiTO,cOMplEto,sIM,59041.0,5,siM,pROblEMa nA docUMENtAçÃo,True
25367,B2C,19/03/2024,143913,foRd,2016,122135,eleTrIco,MANUaL,89561.76,FinAnCiamEnTo,em anDaMENTo,Não,,0,Sim,CliENTe deSiSTiU,True
19716,b2B,2023-10-24,894589,ForD,2014,190765,diesel,mANuaL,76788.01,fINAnCiAMENTO,em aNDAmENtO,NÃO,,0,nÃO,,True
32322,b2b,24/02/2022,673038,HyUNDAI,2016,152699,DIESEL,MANUAl,85083.67,FiNaNCIAmenTo,Em AndaMEnto,sIM,70318.0,5,N,,True
14844,B2B,30/01/2022,677478,fORd,2014,195966,gAsOLina,manuaL,76788.01,TraNSferênCIA BANcáRIA,cOmpLeTO,Sim,71766.0,10,nÃO,,True
19696,b2c,2024-01-18,587573,VolKSWAGEn,2016,130969,híBriDo,mANuAl,89561.76,TrANSFERêncIa BaNCárIA,cOMPLeTo,sIM,70750.0,5,Nao,,True
37832,B2B,2023-05-08,240769,TOyOTA,2015,156331,eLéTRicO,mANuaL,80829.49,CArtÃo De CRÉDiTo,COmPLetO,Sim,24735.0,5,sim,fINANcIAmento NEGaDo,True
58783,b2B,05 de December de 2023,385859,hOnda,2020,74496,gasOLINa,mAnUaL,116067.14,fINanciAmENTo,Em anDAMenTO,Não,,0,nÃo,,True
13137,b2b,06/04/2024,427966,ToYoTa,2016,147221,DIEsEL,MaNUaL,85083.67,fINAnCIameNto,Em ANdAMENTO,nãO,,0,NÃO,,True
37081,b2B,27/07/2022,535541,vOLkSwAGeN,2011,195539,híBrido,MaNUAl,65836.12,TranSFeRêNCIA baNcÁRIa,cOmPLEtO,nãO,,0,sIm,fINAnCIAMentO NeGaDo,True
83196,B2b,09 de November de 2023,526061,nISsAn,2010,276210,diESel,aUtoMáTICA,62544.32,CArtãO De CrÉdiTo,comPLEto,NÃO,,0,siM,PROblEMa Na DoCumentAçÃo,True
38910,b2c,05 de July de 2024,622088,chEvROlet,2017,109407,DiesEl,AUTOMáTica,94275.53,tRaNSFerêNCIA bANCáRIa,cOmpLEtO,N,,0,Não,,True
16428,b2C,12/01/2022,462193,HoNdA,2022,33467,gaSolIna,aUtomática,135375.0,TRAnSferência baNCÁria,COmPLeTO,NÃO,,0,sIM,PRoblema Na dOCUMEntaÇÃO,True
84806,b2B,10/05/2022,651234,ford,2013,179263,gaSOlina,AutoMátIca,72948.61,cARTãO dE CRÉdITO,CompletO,siM,12199.0,15,Nao,,True
16334,b2c,02/01/2022,446194,niSsan,2018,94548,diesEl,maNUAl,110263.78,TRAnsfErÊNCIA bAncÁRIa,COmpLetO,nÃO,,0,nÃO,,True
57311,B2C,2023-12-08,814863,hOndA,2021,50101,ElÉTRiCo,AUtOmÁtIca,128606.25,tRaNSfERência bAncárIA,CoMplEtO,NÃO,,0,NãO,,True
48976,B2B,08 de September de 2022,568894,tOYOta,2014,192989,HíBrIdo,ManUAL,76788.01,FINaNciAMeNtO,em ANDamENTo,SIm,82037.0,5,NÃO,,True
45850,B2b,24 de December de 2023,546388,TOyOta,2022,36359,elétRicO,MANuAl,128606.25,CARtÃO de CrÉDITO,cOMPletO,NÃO,,0,sim,fINancIAmENTO nEGado,True
17639,b2c,14 de April de 2023,876074,VOLkSWaGen,2011,234211,eleTRiCo,automática,69301.18,FINANcIaMenTO,Em aNDAMEnTo,N,,0,NãO,,True
61037,b2b,2023-08-20,302760,VOlkSwAgeN,2012,227611,HiBrIdo,maNUaL,69301.18,FINaNcIamENTo,EM AnDAmeNTo,nÃO,,0,sIM,cLIENtE DeSIstIU,True
48927,b2C,15 de December de 2022,808687,hoNdA,2019,89414,dIESeL,AUtOmÁtICA,116067.14,TrANSFeRÊNcIA bANcáriA,coMPLETo,NÃo,,0,SIm,fiNaNciAmEnTo nEgADo,True
42206,B2C,2023-02-07,441532,toyOTA,2021,53304,GaSoLInA,autOmátICa,128606.25,traNsfeRÊNCIA baNcÁRiA,COMPletO,Sim,19609.0,15,SIM,ClieNte DEsisTiu,True
35758,B2b,2022-12-13,874399,hONDA,2022,30382,eLÉtriCO,maNUaL,128606.25,FiNANCIAmeNTo,em andAmEnTO,nÃo,,0,SIM,ProBLeMA nA docuMenTaçaO,True
42651,B2B,11 de August de 2024,430670,tOYOtA,2021,57476,dIESEL,AutOMÁtICA,122175.94,CARTao de CRedIto,COMPLEtO,SIm,27098.0,10,NÃO,,True
33557,b2b,08/05/2023,992975,hYundai,2011,200426,ELÉTRIcO,maNual,65836.12,FiNANcIAmenTO,em aNDAmenTo,sim,38223.0,15,SIM,ClIEnTE dESiSTIu,True
39036,b2C,2023-12-30,185289,nisSaN,2018,103103,DIESeL,AuTOMáTIcA,99237.41,tRanSFeRêncIA BancáRIA,completo,nao,,0,nãO,,True
47152,b2c,2022-01-08,114409,FoRd,2012,238223,gASoLINa,MANuAL,72948.61,trAnSFeRêNcIa BANCÁRIA,cOMPlETO,Não,,0,sim,fINANCIamentO neGaDO,True
3837,B2c,2023-03-11,791271,FOrd,2021,58083,hÍBRiDO,autOmática,128606.25,fiNAncIAMENto,eM andAmeNTO,NÃO,,0,nao,,True
20946,b2B,2022-07-29,674804,NIssAN,2017,105307,hÍbrIdO,mAnUal,89561.76,finANciAmeNto,eM andAMeNto,naO,,0,SIm,fInAnciAMEntO NEGADo,True
39847,B2C,16 de May de 2023,216032,hONda,2015,165503,eléTrICo,MAnuAL,85083.67,carTãO dE CRÉDiTO,coMPleto,NÃO,,0,SIm,pROBLEmA na DoCumEntaÇãO,True
25698,B2b,11/05/2022,430617,VOlKSWaGen,2020,75924,DiesEL,autoMÁtiCa,116067.14,TRAnsfERÊncIa BAncÁria,cOMpLetO,SIm,22184.0,15,NÃo,,True
81819,b2C,20 de October de 2023,957913,hOnDA,2015,157538,dieSeL,AUtoMáTiCA,85083.67,CArTÃO De crÉdITO,completO,nãO,,0,nÃo,,True
74953,B2c,2022-07-20,530780,hyUndAi,2015,137052,ELÉtRICO,MaNUAl,85083.67,trAnSFErêNCIa BanCÁrIA,CoMPLeTo,NÃO,,0,nãO,,True
42717,b2c,2022-09-04,844514,FoRd,2012,180042,hÍbRiDo,manual,72948.61,cArTãO de CRÉdIto,COmPlETO,N,,0,siM,clIEntE DEsiSTiu,True
81022,B2b,11 de June de 2022,542512,nISsaN,2017,119056,gaSolInA,auTOMáTicA,89561.76,TRansfERÊnCIA BanCáRiA,COMpletO,NÃO,,0,nãO,,True
9033,b2C,29 de September de 2022,928290,ChevrolET,2019,91457,GasoLINa,manual,116067.14,cArtÃo dE crÉDitO,cOmPLETO,Sim,55402.0,15,N,,True
45291,B2b,2022-05-10,363640,hyundaI,2016,120709,eletricO,aUTOMátIca,85083.67,cArTão De CRédiTO,comPLETo,sim,15292.0,15,nao,,True
71714,b2b,02/05/2022,657259,tOyoTA,2016,158950,elÉtriCo,manuAl,85083.67,TraNSfeRêNcIA BanCáriA,coMPlETo,NÃo,,0,nÃO,,True
40123,b2c,11/06/2023,895050,VOlKswagen,2018,97434,híBRiDO,MAnuAL,110263.78,traNSFErÊnciA bAnCÁRIa,COmpleto,nÃo,,0,SIm,FiNaNCIameNTO negaDO,True
37079,b2C,07 de January de 2023,827695,VolksWAGeN,2014,182872,hÍBriDO,aUtoMáTICa,80829.49,tRaNSfErêNciA bAnCÁRIA,coMpLEtO,naO,,0,SIm,FInANCIaMENTO nEgADo,True
50784,b2b,08 de March de 2022,180994,FoRd,2019,94741,gASolinA,MAnuaL,110263.78,cArTÃo dE CrÉDito,COmPlETo,siM,72155.0,5,nÃo,,True
89158,b2b,2023-03-28,256397,NIsSAn,2020,74492,hÍbRIDO,aUToMátIca,116067.14,CartãO De CRédiTO,CoMPLEto,Não,,0,NÃO,,True
69538,B2B,03 de October de 2022,900756,voLksWaGeN,2021,59181,hÍbriDo,MaNual,122175.94,FInAnciAmeNto,eM andamento,N,,0,Sim,finANciAmentO NEgado,True
42271,B2B,09/09/2022,646742,NISSaN,2014,180780,eLÉTRico,manual,76788.01,tRansFERêNCiA BANcÁRIA,CoMpleTO,Sim,73758.0,15,sim,FINaNCIamEnTO nEGADo,True
63318,B2B,2022-11-07,891875,HYUnDAI,2017,109572,eLetRicO,ManuAl,89561.76,CArTãO de CRédITO,coMpLeTO,nÃO,,0,NãO,,True
29328,B2b,21/09/2023,933905,cHeVroleT,2021,46138,HiBriDO,MaNuAL,122175.94,TRaNsfErênCia BAncÁriA,cOmpleTO,sim,34601.0,15,sIM,FiNANcIamEnTO NEgAdO,True
28925,b2B,31 de January de 2024,537914,toyOtA,2020,73948,eLÉTRico,aUtoMáTICa,116067.14,fInAncIaMentO,EM aNDAMEnTo,NÃO,,0,Não,,True
16774,B2c,10 de June de 2023,305386,FOrd,2021,47595,GasolinA,AuTomáTica,128606.25,tRanSfErêNcIA BanCáRia,cOmPLeTO,nÃo,,0,SiM,FINancIAmENto nEGAdO,True
58490,B2B,09/04/2023,771800,cHEVROLet,2011,203430,ELÉTrIco,ManUaL,65836.12,TRaNsfErÊncia bANcáRIa,cOmPLETo,N,,0,nÃO,,True
46180,b2c,26 de April de 2022,523704,VOLKswAgen,2012,196155,GAsolina,AUtOmátIcA,72948.61,FINANCIamENtO,EM aNdamEnTO,NÃO,,0,SiM,prObLEMa NA dOCuMEnTaçao,True
44654,B2C,12 de August de 2022,158125,voLksWagen,2013,205161,DieSEl,mAnUal,76788.01,TrANSfErÊncIa bancÁrIA,cOmPlEtO,N,,0,nÃo,,True
24762,B2B,28/05/2023,878932,HYUNDaI,2021,51826,diESEL,MANuAl,122175.94,tRanSFeRÊNcIa BaNcária,COmPLEto,siM,75573.0,5,nÃo,,True
30913,B2b,2024-04-23,508321,ford,2010,210757,ELéTRico,aUtOMÁtICA,62544.32,finAnCIAmeNtO,em AnDaMenTo,sim,26299.0,15,nãO,,True
58466,B2b,18 de March de 2024,829902,chEvROlEt,2010,235004,HÍBRidO,manual,62544.32,fiNancIamENTO,eM anDaMenTo,nÃO,,0,NãO,,True
71679,b2c,2024-01-27,670717,HYuNdai,2019,78637,DIesEl,auTOMÁTIca,116067.14,FINANCiaMentO,em AndaMenTo,NÃO,,0,NãO,,True
41495,b2C,23/03/2024,231232,hYUNdai,2017,125131,eléTrICO,MANuAL,94275.53,tRANSfERÊncia baNcÁRIa,coMPLeto,N,,0,SIm,PRoBLema na doCuMenTaÇÃO,True
47728,b2B,04 de September de 2023,790753,HONda,2011,253769,GASoLina,AuTOMÁtiCA,65836.12,cartãO dE crÉDItO,CoMpLetO,nãO,,0,Sim,PROBlema nA dOcumENTAÇaO,True
42814,b2c,30/05/2023,401447,VolKswaGEn,2015,153904,dIESEL,ManuAL,85083.67,fINANcIaMEnto,EM aNdAMenTO,nÃO,,0,SIm,PRObLemA na DocuMEntAçÃO,True
70037,B2C,2023-09-06,646004,NisSaN,2016,132076,GaSolIna,manuaL,89561.76,fiNancIAmeNto,EM aNDAmeNTo,SIM,9593.0,5,sim,fINAnCIaMEnto NEGadO,True
3331,B2c,01 de May de 2022,722550,tOyoTa,2017,105189,gasOLINa,mAnual,94275.53,fiNaNciAMEnto,em AnDamEntO,nÃO,,0,SIM,ProbLeMA Na dOCuMentaÇÃo,True
37025,b2C,21/01/2024,713329,NisSaN,2017,110358,ELÉtrIcO,AUtOmáTicA,94275.53,cARtÃO De crÉDiTO,coMpLetO,NÃo,,0,nÃO,,True
70068,B2B,05/09/2022,248486,nisSan,2010,242597,diEsEL,mANuaL,62544.32,TrANsFerÊNCIA bANcáRIA,CoMpletO,Nao,,0,SIM,FInANCiAmentO NeGAdo,True
76897,B2c,04/05/2022,716924,VoLKsWAgen,2016,132598,hÍBRiDO,MAnUAl,89561.76,FiNANCiAmeNTo,em ANDaMEntO,nÃO,,0,sIM,finANCIAmeNTo nEgAdO,True
43449,b2b,15 de September de 2024,345374,hYUnDAI,2015,175986,HíBriDO,manUAl,80829.49,trAnsfERêNCIa baNCÁria,CoMplETO,NÃO,,0,sIm,pRobLeMA NA docuMEnTaÇão,True
17498,B2B,22 de February de 2024,896907,ChEvROLet,2019,78393,hÍBRiDO,mAnuaL,110263.78,FiNANcIAMENTo,eM AnDAmenTO,SiM,37601.0,5,sim,fInaNciaMENto NEgAdO,True
15565,B2c,2023-01-14,819936,CHEvroLeT,2012,233671,eléTrICo,MANual,72948.61,tranSfERÊNcia bAncáRIA,cOMPLeto,NÃo,,0,SIM,PRoBlEma na DOcumEntação,True
99089,b2b,30/06/2023,367043,vOlKSwAGEn,2010,226760,HíBriDO,aUTOMÁticA,62544.32,fINAnciAMENtO,Em andAmeNTo,NÃo,,0,NaO,,True
98637,B2B,27 de February de 2022,577798,TOYOta,2022,38009,hÍBrIDo,auTOmÁtIca,128606.25,carTÃo De crédITo,cOmPLeTo,N,,0,sIM,ClIeNte DESIstiu,True
47858,B2C,28 de December de 2022,809907,HOnDa,2011,225695,DIESeL,maNUaL,69301.18,FInANciAMENTo,em aNdaMEntO,NÃo,,0,siM,pRobLEma nA docUmenTaçÃO,True
11961,B2b,2022-07-09,181146,tOYOta,2019,96125,EléTrIcO,mAnuAL,110263.78,FiNANciamEnto,eM AnDamentO,NÃO,,0,sIM,FINaNciaMentO negADO,True
46656,B2b,18/03/2023,895362,fORd,2016,125242,HíBRIDo,aUTOmÁtICa,85083.67,CARTÃo de CRÉditO,COmPlEtO,Não,,0,NãO,,True
71972,B2B,28/08/2022,170837,fORD,2020,77906,hÍbRiDo,manuaL,116067.14,CArtÃO de CRédito,coMpLeto,SiM,60247.0,10,siM,ClIeNTE DesisTIu,True
82556,b2b,14 de October de 2023,646327,ToYota,2012,229661,GasoLIna,MAnUal,69301.18,FINanciameNTO,eM anDAMenTO,naO,,0,SIM,fINanCIamEnTo nEGAdo,True
44912,b2b,2023-09-02,503803,nisSAN,2019,88752,diesEL,MAnUAL,110263.78,FinaNciAMENto,eM andaMEnTo,nÃO,,0,sim,ProbLEmA na DOcuMenTaÇaO,True
77975,B2b,2023-05-21,961484,CheVrOlET,2014,165467,dIEsEl,MAnuaL,76788.01,FinanCiAMeNTo,em AndAmeNto,NÃo,,0,sIm,ProbLEMa nA DOcUmEnTaÇão,True
14070,B2B,2023-10-25,981279,volKsWAGen,2010,218512,híbriDO,maNUAl,62544.32,fInANCIAMeNto,em AndAmEnto,N,,0,Não,,True
56630,b2C,31/10/2023,840988,Ford,2010,230630,DIesel,aUtoMáticA,65836.12,caRtão DE crédiTo,coMPLETO,N,,0,nÃo,,True
61400,b2C,2023-04-28,292755,VOlKSWaGen,2020,67276,híBRIdO,MaNUAL,122175.94,CaRtÃO DE créDiTO,coMPLeTO,NÃo,,0,nÃO,,True
97857,b2b,07/08/2022,504704,HONDa,2018,103136,DiESEL,MANUAl,94275.53,FinanCIamEnto,eM AndAmEnto,SIM,48694.0,10,SiM,clIeNTe DeSIStIu,True
10462,B2B,2024-02-12,817834,chEvROlET,2017,122618,ELeTriCo,AUtOMÁTiCa,89561.76,trANSfeRÊnCia banCÁRiA,ComPLEtO,NÃo,,0,nÃO,,True
48263,b2c,2023-06-16,943829,volKSwAgEN,2013,198019,hÍbrIDo,automátIca,76788.01,TransfERêNCIa BaNcÁria,coMPLEto,nÃO,,0,Nao,,True
71189,B2c,2024-08-17,199675,nIsSaN,2011,209283,gasOLina,manuaL,69301.18,tranSferÊnciA bAnCária,comPLEtO,nÃo,,0,sim,CLiEnTe dESisTIu,True
63509,b2B,2022-05-27,359820,CHEVrOLET,2015,136127,hÍbrIDO,aUtOmáTiCA,80829.49,TrANsfeRêncIA baNcÁRiA,cOmPLetO,NÃo,,0,NÃO,,True
82375,b2B,15 de September de 2023,277576,hyUnDAI,2018,90384,GasolINA,maNUaL,104750.59,tRaNSFerÊnciA baNCÁRiA,COMpLeTO,SiM,26676.0,15,NÃO,,True
